Daihatsu,Applause,Daihatsu Applause I,https://cars.av.by/daihatsu/applause/16468495,1995,с пробегом,300,бензин,1600,серый,седан,Механика,Передний,1 350
Daihatsu,Applause,Daihatsu Applause I,https://cars.av.by/daihatsu/applause/16176032,1996,с пробегом,293000,бензин,1600,зеленый,хэтчбек 5 дв.,Механика,Передний,1 200
Daihatsu,Charade,Daihatsu Charade IV (рестайлинг),https://cars.av.by/daihatsu/charade/16202151,1996,с пробегом,233000,бензин,1500,красный,седан,Механика,Передний,1 500
Daihatsu,Charade,Daihatsu Charade III,https://cars.av.by/daihatsu/charade/16521245,1987,с пробегом,200000,бензин,1000,красный,хэтчбек 3 дв.,Механика,Передний,1 350
Daihatsu,Cuore,Daihatsu Cuore L276,https://cars.av.by/daihatsu/cuore/16529346,2008,с пробегом,64000,бензин,1000,черный,хэтчбек 5 дв.,Механика,Передний,5 200
Daihatsu,Cuore,Daihatsu Cuore L500,https://cars.av.by/daihatsu/cuore/16233415,1999,с пробегом,190965,бензин,800,фиолетовый,хэтчбек 5 дв.,Механика,Передний,619
Daihatsu,Cuore,Daihatsu Cuore L276,https://cars.av.by/daihatsu/cuore/15802836,2010,с пробегом,156253,бензин,1000,зеленый,хэтчбек 5 дв.,Механика,Передний,3 500
Daihatsu,Cuore,Daihatsu Cuore L276 LX,https://cars.av.by/daihatsu/cuore/13541284,2010,с пробегом,108000,бензин,1000,красный,хэтчбек 5 дв.,Автомат,Передний,5 000
Daihatsu,Cuore,Daihatsu Cuore L251,https://cars.av.by/daihatsu/cuore/16479231,2003,с пробегом,125425,бензин,1000,синий,хэтчбек 5 дв.,Механика,Передний,2 700
Daihatsu,Cuore,Daihatsu Cuore L251,https://cars.av.by/daihatsu/cuore/15699274,2004,с пробегом,230000,бензин,1000,красный,хэтчбек 3 дв.,Механика,Передний,2 000
