Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16457105,2008,с пробегом,152000,бензин,1400,черный,хэтчбек 5 дв.,Автомат,Передний,4 950
Ford,Fusion,Ford Fusion I (рестайлинг) 1.4 Ркпп,https://cars.av.by/ford/fusion/16552235,2006,с пробегом,227000,бензин,1400,синий,хэтчбек 5 дв.,Автомат,Передний,4 200
Ford,Fusion,Ford Fusion I,https://cars.av.by/ford/fusion/16592050,2005,с пробегом,230000,бензин,1400,серый,хэтчбек 5 дв.,Механика,Передний,4 599
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16477459,2008,с пробегом,229000,бензин,1400,красный,хэтчбек 5 дв.,Механика,Передний,4 550
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16470421,2012,с пробегом,117000,бензин,1600,синий,хэтчбек 5 дв.,Механика,Передний,6 850
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16448673,2009,с пробегом,352000,бензин,1388,серебристый,хэтчбек 5 дв.,Автомат,Передний,4 299
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/14410753,2008,с пробегом,135000,бензин,1600,серебристый,хэтчбек 5 дв.,Механика,Передний,5 500
Ford,Fusion,Ford Fusion I,https://cars.av.by/ford/fusion/16557729,2002,с пробегом,240000,дизель,1400,серебристый,хэтчбек 5 дв.,Механика,Передний,3 400
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16521144,2006,с пробегом,180000,бензин,1600,красный,хэтчбек 5 дв.,Механика,Передний,5 100
Ford,Fusion,Ford Fusion I,https://cars.av.by/ford/fusion/16458218,2003,с пробегом,267000,бензин,1400,красный,хэтчбек 5 дв.,Механика,Передний,4 000
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16451477,2006,с пробегом,202505,бензин,1400,синий,хэтчбек 5 дв.,Автомат,Передний,4 100
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16209936,2009,с пробегом,138923,дизель,1400,серебристый,хэтчбек 5 дв.,Механика,Передний,5 499
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16510219,2006,с пробегом,202000,бензин,1400,серый,хэтчбек 5 дв.,Автомат,Передний,3 700
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16252768,2007,с пробегом,190000,бензин,1600,серый,хэтчбек 5 дв.,Механика,Передний,5 100
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16585637,2007,с пробегом,139000,бензин,1400,красный,хэтчбек 5 дв.,Механика,Передний,4 850
Ford,Fusion,Ford Fusion I,https://cars.av.by/ford/fusion/16533085,2003,с пробегом,200000,дизель,1400,черный,хэтчбек 5 дв.,Механика,Передний,3 750
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16249169,2010,с пробегом,240000,дизель,1400,синий,хэтчбек 5 дв.,Механика,Передний,4 890
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16467508,2008,с пробегом,291365,дизель,1400,серый,хэтчбек 5 дв.,Механика,Передний,4 700
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16560733,2008,с пробегом,222600,бензин,1400,серебристый,хэтчбек 5 дв.,Механика,Передний,4 400
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16240468,2006,с пробегом,230000,бензин,1600,другой,хэтчбек 5 дв.,Механика,Передний,4 000
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16291707,2007,с пробегом,140000,бензин,1400,синий,хэтчбек 5 дв.,Автомат,Передний,4 000
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16586712,2007,с пробегом,187800,бензин,1400,зеленый,хэтчбек 5 дв.,Механика,Передний,4 700
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16534292,2008,с пробегом,207800,бензин,1400,серебристый,хэтчбек 5 дв.,Механика,Передний,4 850
Ford,Fusion,Ford Fusion I,https://cars.av.by/ford/fusion/16538279,2005,с пробегом,135000,бензин,1400,серебристый,хэтчбек 5 дв.,Автомат,Передний,4 500
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16580857,2011,с пробегом,126000,бензин,1600,синий,хэтчбек 5 дв.,Механика,Передний,7 000
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16550230,2008,с пробегом,290000,бензин,1400,белый,хэтчбек 5 дв.,Механика,Передний,4 100
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16581567,2011,с пробегом,86000,бензин,1600,бордовый,хэтчбек 5 дв.,Автомат,Передний,6 100
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16581299,2006,с пробегом,213000,бензин,1400,серый,хэтчбек 5 дв.,Механика,Передний,4 500
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16549157,2007,с пробегом,184000,бензин,1400,фиолетовый,хэтчбек 5 дв.,Механика,Передний,4 150
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16508554,2005,с пробегом,1111,бензин,1400,серебристый,хэтчбек 5 дв.,Механика,Передний,4 200
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16519900,2008,с пробегом,221000,бензин,1600,черный,хэтчбек 5 дв.,Механика,Передний,5 600
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16025406,2010,с пробегом,200000,бензин,1400,бордовый,хэтчбек 5 дв.,Автомат,Передний,6 100
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16518020,2008,с пробегом,220000,бензин,1400,красный,хэтчбек 5 дв.,Механика,Передний,5 000
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16533931,2006,с пробегом,195000,бензин,1400,черный,хэтчбек 5 дв.,Автомат,Передний,4 000
Ford,Fusion,Ford Fusion I,https://cars.av.by/ford/fusion/16498643,2003,с пробегом,299000,бензин,1400,черный,хэтчбек 5 дв.,Механика,Передний,3 750
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16568479,2007,с пробегом,107000,дизель,1400,серебристый,хэтчбек 5 дв.,Механика,Передний,4 900
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16567872,2007,с пробегом,150000,бензин,1400,синий,хэтчбек 5 дв.,Механика,3 200
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16562475,2008,с пробегом,146000,дизель,1400,черный,хэтчбек 5 дв.,Механика,Передний,4 000
Ford,Fusion,Ford Fusion I,https://cars.av.by/ford/fusion/16393299,2004,с пробегом,200,бензин,1400,серебристый,хэтчбек 5 дв.,Механика,Передний,4 200
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16558403,2008,с пробегом,172000,дизель,1400,серебристый,хэтчбек 5 дв.,Механика,Передний,5 400
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/15828415,2009,с пробегом,300000,бензин,1388,серебристый,хэтчбек 5 дв.,Механика,Передний,4 297
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16109990,2009,с пробегом,247000,дизель,1400,белый,хэтчбек 5 дв.,Механика,Передний,5 000
Ford,Fusion,Ford Fusion I (рестайлинг),https://cars.av.by/ford/fusion/16533342,2012,с пробегом,9000,бензин (пропан-бутан),1500,другой,хэтчбек 5 дв.,Автомат,Передний,14 000
